,date,region,confirmed,death,released
1848,20200604,전북,21,0,19
1849,20200604,전남,20,0,17
1850,20200604,경북,1380,54,1301
1851,20200604,경남,123,0,121
1852,20200604,제주,15,0,13
1853,20200605,서울,924,4,645
1854,20200605,부산,147,3,138
1855,20200605,대구,6886,188,6634
1856,20200605,인천,262,0,107
1857,20200605,광주,32,0,30
1858,20200605,대전,46,1,42
1859,20200605,울산,52,1,46
1860,20200605,세종,47,0,47
1861,20200605,경기,907,19,665
1862,20200605,강원,57,3,51
1863,20200605,충북,60,0,49
1864,20200605,충남,147,0,143
1865,20200605,전북,21,0,19
1866,20200605,전남,20,0,17
1867,20200605,경북,1382,54,1302
1868,20200605,경남,123,0,121
1869,20200605,제주,15,0,13
1870,20200606,서울,947,4,650
1871,20200606,부산,147,3,139
1872,20200606,대구,6886,188,6638
1873,20200606,인천,273,0,110
1874,20200606,광주,32,0,30
1875,20200606,대전,46,1,42
1876,20200606,울산,52,1,46
1877,20200606,세종,47,0,47
1878,20200606,경기,915,19,673
1879,20200606,강원,58,3,51
1880,20200606,충북,60,0,49
1881,20200606,충남,148,0,143
1882,20200606,전북,21,0,19
1883,20200606,전남,20,0,17
1884,20200606,경북,1383,54,1303
1885,20200606,경남,124,0,122
1886,20200606,제주,15,0,13
1887,20200607,서울,974,4,651
1888,20200607,부산,147,3,140
1889,20200607,대구,6887,188,6640
1890,20200607,인천,279,0,118
1891,20200607,광주,32,0,30
1892,20200607,대전,46,1,42
1893,20200607,울산,53,1,46
1894,20200607,세종,47,0,47
1895,20200607,경기,934,19,678
1896,20200607,강원,58,3,51
1897,20200607,충북,61,0,49
1898,20200607,충남,148,0,143
1899,20200607,전북,21,0,19
1900,20200607,전남,20,0,17
1901,20200607,경북,1383,54,1304
1902,20200607,경남,124,0,122
1903,20200607,제주,15,0,13
1904,20200608,서울,996,4,651
1905,20200608,부산,147,3,141
1906,20200608,대구,6888,188,6641
1907,20200608,인천,283,0,118
1908,20200608,광주,32,0,30
1909,20200608,대전,46,1,43
1910,20200608,울산,53,1,46
1911,20200608,세종,47,0,47
1912,20200608,경기,942,19,680
1913,20200608,강원,58,3,51
1914,20200608,충북,61,0,49
1915,20200608,충남,148,0,143
1916,20200608,전북,21,0,19
1917,20200608,전남,20,0,17
1918,20200608,경북,1383,54,1309
1919,20200608,경남,124,0,122
1920,20200608,제주,15,0,13
1921,20200609,서울,1015,4,664
1922,20200609,부산,147,3,141
1923,20200609,대구,6888,188,6643
1924,20200609,인천,286,0,121
1925,20200609,광주,32,0,30
1926,20200609,대전,46,1,43
1927,20200609,울산,53,1,46
1928,20200609,세종,47,0,47
1929,20200609,경기,955,20,680
1930,20200609,강원,58,3,51
1931,20200609,충북,61,0,49
1932,20200609,충남,150,0,143
1933,20200609,전북,21,0,19
1934,20200609,전남,20,0,17
1935,20200609,경북,1383,54,1310
1936,20200609,경남,125,0,123
1937,20200609,제주,15,0,13
1938,20200610,서울,1027,4,665
1939,20200610,부산,147,3,141
1940,20200610,대구,6888,188,6648
1941,20200610,인천,294,0,127
1942,20200610,광주,32,0,30
1943,20200610,대전,46,1,43
1944,20200610,울산,53,1,47
1945,20200610,세종,47,0,47
1946,20200610,경기,976,22,682
1947,20200610,강원,59,3,51
1948,20200610,충북,61,0,49
1949,20200610,충남,150,0,143
1950,20200610,전북,21,0,19
1951,20200610,전남,20,0,18
1952,20200610,경북,1383,54,1310
1953,20200610,경남,127,0,123
1954,20200610,제주,15,0,13
1955,20200611,서울,1048,4,675
1956,20200611,부산,147,3,141
1957,20200611,대구,6888,188,6651
1958,20200611,인천,300,0,136
1959,20200611,광주,32,0,30
1960,20200611,대전,46,1,43
1961,20200611,울산,53,1,47
1962,20200611,세종,47,0,47
1963,20200611,경기,992,22,691
1964,20200611,강원,59,3,51
1965,20200611,충북,61,0,52
1966,20200611,충남,150,0,143
1967,20200611,전북,21,0,19
1968,20200611,전남,20,0,18
1969,20200611,경북,1383,54,1312
1970,20200611,경남,127,0,123
1971,20200611,제주,15,0,13
1972,20200612,서울,1073,4,680
1973,20200612,부산,147,3,141
1974,20200612,대구,6889,189,6653
1975,20200612,인천,301,0,140
1976,20200612,광주,32,0,30
1977,20200612,대전,46,1,43
1978,20200612,울산,53,1,47
1979,20200612,세종,47,0,47
1980,20200612,경기,1011,22,692
1981,20200612,강원,59,3,52
1982,20200612,충북,61,0,52
1983,20200612,충남,150,0,144
1984,20200612,전북,21,0,19
1985,20200612,전남,20,0,18
1986,20200612,경북,1383,54,1312
1987,20200612,경남,127,0,123
1988,20200612,제주,15,0,13
1989,20200613,서울,1101,4,688
1990,20200613,부산,147,3,142
1991,20200613,대구,6892,189,6659
1992,20200613,인천,302,0,141
1993,20200613,광주,32,0,30
1994,20200613,대전,46,1,43
1995,20200613,울산,53,1,47
1996,20200613,세종,47,0,47
1997,20200613,경기,1025,22,696
1998,20200613,강원,59,3,52
1999,20200613,충북,61,0,52
2000,20200613,충남,151,0,144
2001,20200613,전북,21,0,19
2002,20200613,전남,20,0,18
2003,20200613,경북,1383,54,1312
2004,20200613,경남,127,0,123
2005,20200613,제주,15,0,14
2006,20200614,서울,1113,4,689
2007,20200614,부산,147,3,142
2008,20200614,대구,6894,189,6661
2009,20200614,인천,310,0,147
2010,20200614,광주,32,0,30
2011,20200614,대전,46,1,43
2012,20200614,울산,53,1,47
2013,20200614,세종,47,0,47
2014,20200614,경기,1035,22,710
2015,20200614,강원,60,3,52
2016,20200614,충북,61,0,52
2017,20200614,충남,151,0,144
2018,20200614,전북,21,0,19
2019,20200614,전남,20,0,18
2020,20200614,경북,1383,54,1313
2021,20200614,경남,127,0,123
2022,20200614,제주,15,0,15
2023,20200615,서울,1120,4,689
2024,20200615,부산,147,3,142
2025,20200615,대구,6894,189,6667
2026,20200615,인천,318,0,149
2027,20200615,광주,32,0,30
2028,20200615,대전,46,1,43
2029,20200615,울산,53,1,47
2030,20200615,세종,47,0,47
2031,20200615,경기,1045,22,713
2032,20200615,강원,60,3,52
2033,20200615,충북,61,0,52
2034,20200615,충남,152,0,144
2035,20200615,전북,21,0,19
2036,20200615,전남,20,0,18
2037,20200615,경북,1383,54,1313
2038,20200615,경남,130,0,124
2039,20200615,제주,15,0,15
2040,20200616,서울,1132,4,703
2041,20200616,부산,148,3,142
2042,20200616,대구,6894,189,6671
2043,20200616,인천,320,1,152
2044,20200616,광주,32,0,32
2045,20200616,대전,49,1,43
2046,20200616,울산,53,1,47
2047,20200616,세종,47,0,47
2048,20200616,경기,1050,22,716
2049,20200616,강원,60,3,52
2050,20200616,충북,61,0,55
2051,20200616,충남,152,0,144
2052,20200616,전북,21,0,20
2053,20200616,전남,20,0,18
2054,20200616,경북,1383,54,1313
2055,20200616,경남,132,0,124
2056,20200616,제주,15,0,15
2057,20200617,서울,1145,5,710
2058,20200617,부산,148,3,142
2059,20200617,대구,6895,189,6672
2060,20200617,인천,322,1,152
2061,20200617,광주,32,0,32
2062,20200617,대전,54,1,43
2063,20200617,울산,53,1,47
2064,20200617,세종,47,0,47
2065,20200617,경기,1063,22,720
2066,20200617,강원,60,3,52
2067,20200617,충북,61,0,55
2068,20200617,충남,153,0,144
2069,20200617,전북,21,0,20
2070,20200617,전남,20,0,18
2071,20200617,경북,1383,54,1313
2072,20200617,경남,132,0,124
2073,20200617,제주,16,0,15
2074,20200618,서울,1170,6,718
2075,20200618,부산,148,3,142
2076,20200618,대구,6896,189,6674
2077,20200618,인천,323,1,158
2078,20200618,광주,32,0,32
2079,20200618,대전,61,1,44
2080,20200618,울산,53,1,48
2081,20200618,세종,48,0,47
2082,20200618,경기,1079,22,724
2083,20200618,강원,60,3,52
2084,20200618,충북,61,0,55
2085,20200618,충남,156,0,144
2086,20200618,전북,22,0,20
2087,20200618,전남,20,0,18
2088,20200618,경북,1383,54,1316
2089,20200618,경남,132,0,124
2090,20200618,제주,16,0,15
2091,20200619,서울,1188,6,724
2092,20200619,부산,148,3,142
2093,20200619,대구,6896,189,6676
2094,20200619,인천,323,1,161
2095,20200619,광주,32,0,32
2096,20200619,대전,67,1,44
2097,20200619,울산,53,1,48
2098,20200619,세종,48,0,47
2099,20200619,경기,1090,22,737
2100,20200619,강원,60,3,52
2101,20200619,충북,61,0,55
2102,20200619,충남,156,0,144
2103,20200619,전북,22,0,20
2104,20200619,전남,20,0,18
2105,20200619,경북,1383,54,1317
2106,20200619,경남,132,0,124
2107,20200619,제주,19,0,15
2108,20200620,서울,1202,6,730
2109,20200620,부산,150,3,142
2110,20200620,대구,6898,189,6679
2111,20200620,인천,328,1,165
2112,20200620,광주,32,0,32
2113,20200620,대전,72,1,44
2114,20200620,울산,53,1,48
2115,20200620,세종,48,0,47
2116,20200620,경기,1107,22,741
2117,20200620,강원,60,3,52
2118,20200620,충북,61,0,55
2119,20200620,충남,158,0,144
2120,20200620,전북,23,0,20
2121,20200620,전남,20,0,18
2122,20200620,경북,1384,54,1319
2123,20200620,경남,132,0,124
2124,20200620,제주,19,0,15
2125,20200621,서울,1219,6,733
2126,20200621,부산,150,3,142
2127,20200621,대구,6899,189,6680
2128,20200621,인천,328,1,167
2129,20200621,광주,33,0,32
2130,20200621,대전,82,1,44
2131,20200621,울산,53,1,48
2132,20200621,세종,49,0,47
2133,20200621,경기,1117,22,744
2134,20200621,강원,62,3,52
2135,20200621,충북,61,0,55
2136,20200621,충남,159,0,144
2137,20200621,전북,23,0,20
2138,20200621,전남,20,0,18
2139,20200621,경북,1384,54,1320
2140,20200621,경남,133,0,124
2141,20200621,제주,19,0,15
2142,20200622,서울,1224,6,733
2143,20200622,부산,150,3,142
2144,20200622,대구,6900,189,6681
2145,20200622,인천,329,1,169
2146,20200622,광주,33,0,32
2147,20200622,대전,82,1,44
2148,20200622,울산,53,1,48
2149,20200622,세종,49,0,47
2150,20200622,경기,1123,22,753
2151,20200622,강원,62,3,52
2152,20200622,충북,61,0,56
2153,20200622,충남,161,0,144
2154,20200622,전북,24,0,20
2155,20200622,전남,20,0,18
2156,20200622,경북,1385,54,1320
2157,20200622,경남,133,0,124
2158,20200622,제주,19,0,15
2159,20200623,서울,1230,6,743
2160,20200623,부산,150,3,142
2161,20200623,대구,6901,189,6686
2162,20200623,인천,330,1,170
2163,20200623,광주,33,0,32
2164,20200623,대전,86,1,44
2165,20200623,울산,53,1,48
2166,20200623,세종,49,0,47
2167,20200623,경기,1130,23,758
2168,20200623,강원,62,3,52
2169,20200623,충북,62,0,56
2170,20200623,충남,161,0,144
2171,20200623,전북,24,0,20
2172,20200623,전남,20,0,18
2173,20200623,경북,1385,54,1321
2174,20200623,경남,133,0,124
2175,20200623,제주,19,0,15
2176,20200624,서울,1241,6,747
2177,20200624,부산,152,3,142
2178,20200624,대구,6903,189,6687
2179,20200624,인천,333,1,174
2180,20200624,광주,33,0,32
2181,20200624,대전,94,1,44
2182,20200624,울산,55,1,48
2183,20200624,세종,49,0,47
2184,20200624,경기,1137,23,761
2185,20200624,강원,63,3,52
2186,20200624,충북,62,0,56
2187,20200624,충남,162,0,146
2188,20200624,전북,25,0,20
2189,20200624,전남,20,0,18
2190,20200624,경북,1386,54,1321
2191,20200624,경남,133,0,124
2192,20200624,제주,19,0,15
2193,20200625,서울,1250,7,761
2194,20200625,부산,152,3,142
2195,20200625,대구,6903,189,6689
2196,20200625,인천,334,1,182
2197,20200625,광주,33,0,32
2198,20200625,대전,98,1,44
2199,20200625,울산,55,1,48
2200,20200625,세종,49,0,47
2201,20200625,경기,1146,23,777
2202,20200625,강원,63,3,52
2203,20200625,충북,62,0,57
2204,20200625,충남,163,0,146
2205,20200625,전북,25,0,20
2206,20200625,전남,20,0,18
2207,20200625,경북,1386,54,1321
2208,20200625,경남,133,0,125
2209,20200625,제주,19,0,16
2210,20200626,서울,1267,7,843
2211,20200626,부산,152,3,142
2212,20200626,대구,6903,189,6695
2213,20200626,인천,336,1,231
2214,20200626,광주,33,0,32
2215,20200626,대전,102,1,44
2216,20200626,울산,55,1,49
2217,20200626,세종,49,0,47
2218,20200626,경기,1150,23,814
2219,20200626,강원,64,3,52
2220,20200626,충북,62,0,60
2221,20200626,충남,166,0,148
2222,20200626,전북,25,0,20
2223,20200626,전남,20,0,18
2224,20200626,경북,1387,54,1327
2225,20200626,경남,133,0,125
2226,20200626,제주,19,0,16
2227,20200627,서울,1284,7,911
2228,20200627,부산,152,3,142
2229,20200627,대구,6904,189,6700
2230,20200627,인천,337,2,250
2231,20200627,광주,33,0,32
2232,20200627,대전,104,1,44
2233,20200627,울산,55,1,50
2234,20200627,세종,49,0,47
2235,20200627,경기,1167,22,858
2236,20200627,강원,64,3,52
2237,20200627,충북,63,0,60
2238,20200627,충남,166,0,148
2239,20200627,전북,26,0,20
2240,20200627,전남,20,0,19
2241,20200627,경북,1387,54,1328
2242,20200627,경남,133,0,128
2243,20200627,제주,19,0,16
2244,20200628,서울,1298,7,923
2245,20200628,부산,152,3,143
2246,20200628,대구,6904,189,6700
2247,20200628,인천,337,1,264
2248,20200628,광주,37,0,32
2249,20200628,대전,110,1,44
2250,20200628,울산,55,1,50
2251,20200628,세종,49,0,47
2252,20200628,경기,1184,23,873
2253,20200628,강원,64,3,53
2254,20200628,충북,64,0,60
2255,20200628,충남,167,0,148
2256,20200628,전북,26,0,21
2257,20200628,전남,23,0,19
2258,20200628,경북,1387,54,1328
2259,20200628,경남,133,0,128
2260,20200628,제주,19,0,16
2261,20200629,서울,1305,7,942
2262,20200629,부산,153,3,143
2263,20200629,대구,6906,189,6700
2264,20200629,인천,338,1,284
2265,20200629,광주,41,0,32
2266,20200629,대전,112,1,44
2267,20200629,울산,55,1,50
2268,20200629,세종,49,0,47
2269,20200629,경기,1200,23,888
2270,20200629,강원,64,3,54
2271,20200629,충북,64,0,60
2272,20200629,충남,167,0,150
2273,20200629,전북,27,0,21
2274,20200629,전남,24,0,19
2275,20200629,경북,1388,54,1328
2276,20200629,경남,134,0,128
2277,20200629,제주,19,0,16
2278,20200630,서울,1312,7,985
2279,20200630,부산,154,3,142
2280,20200630,대구,6906,189,6700
2281,20200630,인천,341,1,290
2282,20200630,광주,44,0,32
2283,20200630,대전,117,1,44
2284,20200630,울산,55,1,50
2285,20200630,세종,50,0,47
2286,20200630,경기,1207,23,931
2287,20200630,강원,65,3,54
2288,20200630,충북,65,0,60
2289,20200630,충남,167,0,150
2290,20200630,전북,27,0,21
2291,20200630,전남,24,0,19
2292,20200630,경북,1389,54,1328
2293,20200630,경남,134,0,128
2294,20200630,제주,19,0,16
2295,20200701,서울,1321,7,1026
2296,20200701,부산,154,3,142
2297,20200701,대구,6907,189,6700
2298,20200701,인천,343,1,294
2299,20200701,광주,56,0,32
2300,20200701,대전,121,1,44
2301,20200701,울산,55,1,52
2302,20200701,세종,50,0,47
2303,20200701,경기,1223,23,951
2304,20200701,강원,65,3,55
2305,20200701,충북,64,0,60
2306,20200701,충남,168,0,150
2307,20200701,전북,27,0,21
2308,20200701,전남,25,0,19
2309,20200701,경북,1389,54,1328
2310,20200701,경남,134,0,128
2311,20200701,제주,19,0,16
2312,20200702,서울,1334,7,1054
2313,20200702,부산,154,3,146
2314,20200702,대구,6910,189,6702
2315,20200702,인천,343,1,302
2316,20200702,광주,78,0,32
2317,20200702,대전,122,1,44
2318,20200702,울산,55,1,52
2319,20200702,세종,50,0,47
2320,20200702,경기,1233,23,967
2321,20200702,강원,65,3,55
2322,20200702,충북,64,0,61
2323,20200702,충남,171,0,150
2324,20200702,전북,27,0,22
2325,20200702,전남,25,0,19
2326,20200702,경북,1389,54,1328
2327,20200702,경남,134,0,128
2328,20200702,제주,19,0,16
2329,20200703,서울,1346,7,1085
2330,20200703,부산,154,3,146
2331,20200703,대구,6923,189,6703
2332,20200703,인천,344,1,311
2333,20200703,광주,84,0,32
2334,20200703,대전,126,1,45
2335,20200703,울산,55,1,52
2336,20200703,세종,50,0,47
2337,20200703,경기,1251,23,987
2338,20200703,강원,65,3,55
2339,20200703,충북,64,0,61
2340,20200703,충남,172,0,150
2341,20200703,전북,28,0,22
2342,20200703,전남,25,0,19
2343,20200703,경북,1390,54,1329
2344,20200703,경남,136,0,129
2345,20200703,제주,19,0,16
2346,20200704,서울,1353,8,1103
2347,20200704,부산,155,3,146
2348,20200704,대구,6924,189,6707
2349,20200704,인천,346,1,317
2350,20200704,광주,92,0,32
2351,20200704,대전,129,1,45
2352,20200704,울산,55,1,52
2353,20200704,세종,50,0,47
2354,20200704,경기,1270,23,1003
2355,20200704,강원,65,3,55
2356,20200704,충북,66,0,61
2357,20200704,충남,172,0,150
2358,20200704,전북,28,0,22
2359,20200704,전남,25,0,19
2360,20200704,경북,1391,54,1330
2361,20200704,경남,137,0,129
2362,20200704,제주,19,0,18
2363,20200705,서울,1369,8,1105
2364,20200705,부산,155,3,146
2365,20200705,대구,6924,189,6707
2366,20200705,인천,346,1,319
2367,20200705,광주,108,0,33
2368,20200705,대전,137,1,48
2369,20200705,울산,55,1,52
2370,20200705,세종,50,0,47
2371,20200705,경기,1278,23,1013
2372,20200705,강원,66,3,55
2373,20200705,충북,66,0,61
2374,20200705,충남,172,0,151
2375,20200705,전북,29,0,22
2376,20200705,전남,25,0,19
2377,20200705,경북,1392,54,1330
2378,20200705,경남,137,0,129
2379,20200705,제주,20,0,18
2380,20200706,서울,1372,8,1110
2381,20200706,부산,156,3,146
2382,20200706,대구,6924,189,6707
2383,20200706,인천,352,1,319
2384,20200706,광주,115,0,33
2385,20200706,대전,139,2,49
2386,20200706,울산,55,1,53
2387,20200706,세종,50,0,48
2388,20200706,경기,1284,23,1017
2389,20200706,강원,67,3,55
2390,20200706,충북,66,0,61
2391,20200706,충남,173,0,152
2392,20200706,전북,29,0,22
2393,20200706,전남,27,0,19
2394,20200706,경북,1393,54,1330
2395,20200706,경남,138,0,129
2396,20200706,제주,20,0,18
2397,20200707,서울,1375,8,1144
2398,20200707,부산,156,3,146
2399,20200707,대구,6925,189,6708
2400,20200707,인천,354,1,319
2401,20200707,광주,121,0,33
2402,20200707,대전,141,2,50
2403,20200707,울산,55,1,53
2404,20200707,세종,50,0,48
2405,20200707,경기,1297,24,1034
2406,20200707,강원,67,3,55
2407,20200707,충북,66,0,62
2408,20200707,충남,173,0,152
2409,20200707,전북,30,0,22
2410,20200707,전남,27,0,19
2411,20200707,경북,1393,54,1330
2412,20200707,경남,138,0,129
2413,20200707,제주,20,0,18
2414,20200708,서울,1385,8,1160
2415,20200708,부산,156,3,146
2416,20200708,대구,6926,189,6708
2417,20200708,인천,355,1,322
2418,20200708,광주,129,0,35
2419,20200708,대전,143,2,55
2420,20200708,울산,55,1,53
2421,20200708,세종,50,0,49
2422,20200708,경기,1315,24,1055
2423,20200708,강원,67,3,55
2424,20200708,충북,66,0,62
2425,20200708,충남,179,0,153
2426,20200708,전북,32,0,22
2427,20200708,전남,28,0,19
2428,20200708,경북,1393,54,1330
2429,20200708,경남,140,0,129
2430,20200708,제주,20,0,18
2431,20200709,서울,1393,9,1171
2432,20200709,부산,156,3,146
2433,20200709,대구,6926,189,6709
2434,20200709,인천,358,1,323
2435,20200709,광주,144,0,35
2436,20200709,대전,149,2,61
2437,20200709,울산,55,1,53
2438,20200709,세종,50,0,49
2439,20200709,경기,1323,25,1071
2440,20200709,강원,67,3,56
2441,20200709,충북,66,0,63
2442,20200709,충남,180,0,154
2443,20200709,전북,33,0,22
2444,20200709,전남,29,0,19
2445,20200709,경북,1393,54,1332
2446,20200709,경남,142,0,131
2447,20200709,제주,20,0,18
2448,20200710,서울,1401,9,1182
2449,20200710,부산,156,3,146
2450,20200710,대구,6926,189,6710
2451,20200710,인천,359,2,323
2452,20200710,광주,147,0,37
2453,20200710,대전,156,2,66
2454,20200710,울산,55,1,53
2455,20200710,세종,50,0,49
2456,20200710,경기,1337,25,1078
2457,20200710,강원,67,3,56
2458,20200710,충북,68,0,63
2459,20200710,충남,180,0,155
2460,20200710,전북,33,0,22
2461,20200710,전남,32,0,19
2462,20200710,경북,1393,54,1333
2463,20200710,경남,145,0,133
2464,20200710,제주,20,0,18
2465,20200711,서울,1409,9,1198
2466,20200711,부산,156,3,146
2467,20200711,대구,6926,189,6712
2468,20200711,인천,360,2,329
2469,20200711,광주,156,0,40
2470,20200711,대전,158,2,82
2471,20200711,울산,55,1,53
2472,20200711,세종,50,0,50
2473,20200711,경기,1341,25,1096
2474,20200711,강원,67,3,56
2475,20200711,충북,68,0,63
2476,20200711,충남,181,0,159
2477,20200711,전북,35,0,22
2478,20200711,전남,32,0,19
2479,20200711,경북,1393,54,1333
2480,20200711,경남,145,0,133
2481,20200711,제주,20,0,18
2482,20200712,서울,1416,9,1209
2483,20200712,부산,156,3,148
2484,20200712,대구,6926,189,6712
2485,20200712,인천,360,2,330
2486,20200712,광주,161,0,43
2487,20200712,대전,159,2,85
2488,20200712,울산,55,1,53
2489,20200712,세종,50,0,50
2490,20200712,경기,1358,26,1103
2491,20200712,강원,67,3,57
2492,20200712,충북,68,0,63
2493,20200712,충남,181,0,159
2494,20200712,전북,36,0,22
2495,20200712,전남,32,0,19
2496,20200712,경북,1393,54,1333
2497,20200712,경남,146,0,133
2498,20200712,제주,20,0,18
2499,20200713,서울,1429,9,1217
2500,20200713,부산,156,3,148
2501,20200713,대구,6927,189,6715
2502,20200713,인천,363,2,332
2503,20200713,광주,168,0,44
2504,20200713,대전,159,2,85
2505,20200713,울산,55,1,53
2506,20200713,세종,50,0,50
2507,20200713,경기,1369,26,1106
2508,20200713,강원,69,3,57
2509,20200713,충북,69,0,63
2510,20200713,충남,185,0,163
2511,20200713,전북,36,0,23
2512,20200713,전남,32,0,20
2513,20200713,경북,1393,54,1333
2514,20200713,경남,148,0,134
2515,20200713,제주,20,0,18
2516,20200714,서울,1436,9,1244
2517,20200714,부산,156,3,148
2518,20200714,대구,6927,189,6720
2519,20200714,인천,363,2,335
2520,20200714,광주,169,0,54
2521,20200714,대전,160,2,87
2522,20200714,울산,55,1,53
2523,20200714,세종,50,0,50
2524,20200714,경기,1378,26,1131
2525,20200714,강원,69,3,57
2526,20200714,충북,70,0,63
2527,20200714,충남,185,0,165
2528,20200714,전북,38,0,23
2529,20200714,전남,32,0,20
2530,20200714,경북,1393,54,1333
2531,20200714,경남,148,0,134
2532,20200714,제주,20,0,18
2533,20200715,서울,1442,9,1275
2534,20200715,부산,156,3,148
2535,20200715,대구,6927,189,6720
2536,20200715,인천,364,2,336
2537,20200715,광주,170,0,57
2538,20200715,대전,163,2,91
2539,20200715,울산,55,1,53
2540,20200715,세종,50,0,50
2541,20200715,경기,1383,26,1149
2542,20200715,강원,69,3,58
2543,20200715,충북,70,0,63
2544,20200715,충남,185,0,167
2545,20200715,전북,38,0,23
2546,20200715,전남,32,0,20
2547,20200715,경북,1393,54,1334
2548,20200715,경남,148,0,134
2549,20200715,제주,20,0,18
2550,20200716,서울,1449,9,1286
2551,20200716,부산,156,3,148
2552,20200716,대구,6929,189,6723
2553,20200716,인천,367,2,336
2554,20200716,광주,171,0,63
2555,20200716,대전,164,2,96
2556,20200716,울산,56,1,53
2557,20200716,세종,50,0,50
2558,20200716,경기,1404,28,1165
2559,20200716,강원,72,3,58
2560,20200716,충북,71,0,63
2561,20200716,충남,185,0,167
2562,20200716,전북,38,0,23
2563,20200716,전남,32,0,20
2564,20200716,경북,1393,54,1335
2565,20200716,경남,149,0,134
2566,20200716,제주,20,0,18
2567,20200717,서울,1458,9,1300
2568,20200717,부산,156,3,148
2569,20200717,대구,6929,189,6725
2570,20200717,인천,367,2,341
2571,20200717,광주,176,1,71
2572,20200717,대전,165,2,99
2573,20200717,울산,56,1,53
2574,20200717,세종,50,0,50
2575,20200717,경기,1419,29,1185
2576,20200717,강원,72,3,58
2577,20200717,충북,71,0,64
2578,20200717,충남,185,0,169
2579,20200717,전북,38,0,24
2580,20200717,전남,32,0,21
2581,20200717,경북,1393,54,1335
2582,20200717,경남,151,0,134
2583,20200717,제주,23,0,18
2584,20200718,서울,1464,9,1318
2585,20200718,부산,157,3,149
2586,20200718,대구,6932,190,6726
2587,20200718,인천,369,2,342
2588,20200718,광주,176,1,77
2589,20200718,대전,165,2,108
2590,20200718,울산,57,1,53
2591,20200718,세종,50,0,50
2592,20200718,경기,1429,29,1201
2593,20200718,강원,72,3,58
2594,20200718,충북,71,0,64
2595,20200718,충남,185,0,170
2596,20200718,전북,38,0,24
2597,20200718,전남,33,0,21
2598,20200718,경북,1393,54,1335
2599,20200718,경남,153,0,134
2600,20200718,제주,24,0,18
2601,20200719,서울,1474,10,1320
2602,20200719,부산,157,3,149
2603,20200719,대구,6932,190,6727
2604,20200719,인천,370,2,345
2605,20200719,광주,186,1,87
2606,20200719,대전,166,2,111
2607,20200719,울산,57,1,53
2608,20200719,세종,50,0,50
2609,20200719,경기,1433,29,1209
2610,20200719,강원,72,3,58
2611,20200719,충북,71,0,64
2612,20200719,충남,185,0,170
2613,20200719,전북,38,0,24
2614,20200719,전남,33,0,21
2615,20200719,경북,1393,54,1335
2616,20200719,경남,153,0,139
2617,20200719,제주,25,0,18
2618,20200720,서울,1477,10,1322
2619,20200720,부산,157,3,149
2620,20200720,대구,6934,190,6728
2621,20200720,인천,372,2,348
2622,20200720,광주,187,2,89
2623,20200720,대전,166,2,111
2624,20200720,울산,57,1,53
2625,20200720,세종,50,0,50
2626,20200720,경기,1434,29,1216
2627,20200720,강원,72,3,58
2628,20200720,충북,71,0,64
2629,20200720,충남,186,0,170
2630,20200720,전북,39,0,24
2631,20200720,전남,35,0,21
2632,20200720,경북,1394,54,1336
2633,20200720,경남,155,0,139
2634,20200720,제주,25,0,18
2635,20200721,서울,1498,10,1340
2636,20200721,부산,157,3,149
2637,20200721,대구,6936,190,6730
2638,20200721,인천,372,2,349
2639,20200721,광주,187,2,94
2640,20200721,대전,166,2,122
2641,20200721,울산,57,1,53
2642,20200721,세종,50,0,50
2643,20200721,경기,1436,29,1227
2644,20200721,강원,72,3,58
2645,20200721,충북,71,0,66
2646,20200721,충남,186,0,174
2647,20200721,전북,39,0,24
2648,20200721,전남,35,0,21
2649,20200721,경북,1395,54,1336
2650,20200721,경남,155,0,142
2651,20200721,제주,26,0,18
2652,20200722,서울,1514,11,1346
2653,20200722,부산,157,3,149
2654,20200722,대구,6937,190,6730
2655,20200722,인천,377,2,349
2656,20200722,광주,191,2,101
2657,20200722,대전,166,2,135
2658,20200722,울산,57,1,53
2659,20200722,세종,50,0,50
2660,20200722,경기,1451,29,1237
2661,20200722,강원,72,3,59
2662,20200722,충북,72,0,66
2663,20200722,충남,187,0,179
2664,20200722,전북,39,0,27
2665,20200722,전남,35,0,21
2666,20200722,경북,1395,54,1338
2667,20200722,경남,156,0,142
2668,20200722,제주,26,0,18
2669,20200723,서울,1526,11,1361
2670,20200723,부산,159,3,150
2671,20200723,대구,6937,190,6730
2672,20200723,인천,380,2,352
2673,20200723,광주,200,2,112
2674,20200723,대전,166,2,139
2675,20200723,울산,57,1,53
2676,20200723,세종,50,0,50
2677,20200723,경기,1479,29,1250
2678,20200723,강원,72,3,59
2679,20200723,충북,72,0,67
2680,20200723,충남,187,0,179
2681,20200723,전북,39,0,27
2682,20200723,전남,35,0,23
2683,20200723,경북,1395,54,1338
2684,20200723,경남,156,0,144
2685,20200723,제주,26,0,18
2686,20200724,서울,1547,11,1368
2687,20200724,부산,161,3,150
2688,20200724,대구,6939,191,6730
2689,20200724,인천,380,2,355
2690,20200724,광주,202,2,115
2691,20200724,대전,166,2,142
2692,20200724,울산,57,1,53
2693,20200724,세종,50,0,50
2694,20200724,경기,1487,29,1260
2695,20200724,강원,72,3,60
2696,20200724,충북,72,0,67
2697,20200724,충남,187,0,182
2698,20200724,전북,39,0,27
2699,20200724,전남,35,0,24
2700,20200724,경북,1396,54,1338
